,word,wordlen
19013,scintillate,11
19014,scion,5
19015,scissor,7
19016,sclerosis,9
19017,sclerotic,9
19018,scoff,5
19019,scold,5
19020,scoop,5
19021,scoot,5
19022,scope,5
19023,scopic,6
19024,scops,5
19025,scorch,6
19026,score,5
19027,scoreboard,10
19028,scorecard,9
19029,scoria,6
19030,scorn,5
19031,scornful,8
19032,scorpio,7
19033,scorpion,8
19034,scot,4
19035,scotch,6
19036,scotia,6
19037,scotland,8
19038,scotsman,8
19039,scotsmen,8
19040,scott,5
19041,scottish,8
19042,scottsdale,10
19043,scotty,6
19044,scoundrel,9
19045,scour,5
19046,scourge,7
19047,scout,5
19048,scowl,5
19049,scrabble,8
19050,scraggly,8
19051,scram,5
19052,scramble,8
19053,scranton,8
19054,scrap,5
19055,scrapbook,9
19056,scrape,6
19057,scratch,7
19058,scratchy,8
19059,scrawl,6
19060,scrawny,7
19061,scream,6
19062,screech,7
19063,screechy,8
19064,screed,6
19065,screen,6
19066,screenplay,10
19067,screw,5
19068,screwball,9
19069,screwbean,9
19070,screwdriver,11
19071,screwworm,9
19072,scribble,8
19073,scribe,6
19074,scribners,9
19075,scrim,5
19076,scrimmage,9
19077,scripps,7
19078,script,6
19079,scription,9
19080,scriptural,10
19081,scripture,9
19082,scriven,7
19083,scroll,6
19084,scrooge,7
19085,scrotum,7
19086,scrounge,8
19087,scrub,5
19088,scrumptious,11
19089,scruple,7
19090,scrupulosity,12
19091,scrupulous,10
19092,scrutable,9
19093,scrutiny,8
19094,scuba,5
19095,scud,4
19096,scuff,5
19097,scuffle,7
19098,scull,5
19099,sculpin,7
19100,sculpt,6
19101,sculptor,8
19102,sculptural,10
19103,sculpture,9
19104,scum,4
19105,scurrilous,10
19106,scurry,6
19107,scurvy,6
19108,scuttle,7
19109,scutum,6
19110,scylla,6
19111,scythe,6
19112,scythia,7
19113,seaboard,8
19114,seacoast,8
19115,seafare,7
19116,seafood,7
19117,seagram,7
19118,seagull,7
19119,seahorse,8
19120,seal,4
19121,sealant,7
19122,seam,4
19123,seaman,6
19124,seamen,6
19125,seamstress,10
19126,seamy,5
19127,sean,4
19128,seance,6
19129,seaport,7
19130,seaquake,8
19131,sear,4
19132,search,6
19133,searchlight,11
19134,sears,5
19135,seashore,8
19136,seaside,7
19137,season,6
19138,seasonal,8
19139,seat,4
19140,seater,6
19141,seattle,7
19142,seaward,7
19143,seaweed,7
19144,sebastian,9
19145,secant,6
19146,secede,6
19147,secession,9
19148,seclude,7
19149,seclusion,9
19150,second,6
19151,secondary,9
19152,secondhand,10
19153,secrecy,7
19154,secret,6
19155,secretarial,11
19156,secretariat,11
19157,secretary,9
19158,secrete,7
19159,secretion,9
19160,secretive,9
19161,sect,4
19162,sectarian,9
19163,section,7
19164,sector,6
19165,sectoral,8
19166,secular,7
19167,secure,6
19168,sedan,5
19169,sedate,6
19170,sedentary,9
19171,seder,5
19172,sedge,5
19173,sediment,8
19174,sedimentary,11
19175,sedimentation,13
19176,sedition,8
19177,seditious,9
19178,seduce,6
19179,seduction,9
19180,seductive,9
19181,sedulous,8
19182,seeable,7
19183,seed,4
19184,seedbed,7
19185,seedling,8
19186,seedy,5
19187,seeing,6
19188,seek,4
19189,seem,4
19190,seen,4
19191,seep,4
19192,seepage,7
19193,seersucker,10
19194,seethe,6
19195,seethed,7
19196,seething,8
19197,segment,7
19198,segmentation,12
19199,segovia,7
19200,segregant,9
19201,segregate,9
19202,segundo,7
19203,seidel,6
19204,seismic,7
19205,seismograph,11
19206,seismography,12
19207,seismology,10
19208,seize,5
19209,seizure,7
19210,seldom,6
19211,select,6
19212,selectman,9
19213,selectmen,9
19214,selector,8
19215,selectric,9
19216,selena,6
19217,selenate,8
19218,selenite,8
19219,selenium,8
19220,self,4
19221,selfadjoint,11
19222,selfish,7
19223,selfridge,9
19224,selkirk,7
19225,sell,4
19226,seller,6
19227,sellout,7
19228,selma,5
19229,seltzer,7
19230,selves,6
19231,selwyn,6
19232,semantic,8
19233,semaphore,9
19234,semblance,9
19235,semester,8
19236,semi,4
19237,seminal,7
19238,seminar,7
19239,seminarian,10
19240,seminary,8
19241,seminole,8
19242,semiramis,9
19243,semite,6
19244,semitic,7
19245,semper,6
19246,senate,6
19247,senatorial,10
19248,send,4
19249,seneca,6
19250,senegal,7
19251,senile,6
19252,senior,6
19253,senor,5
19254,senora,6
19255,senorita,8
19256,sensate,7
19257,sense,5
19258,sensible,8
19259,sensitive,9
19260,sensor,6
19261,sensorimotor,12
19262,sensory,7
19263,sensual,7
19264,sensuous,8
19265,sent,4
19266,sentence,8
19267,sentential,10
19268,sentient,8
19269,sentiment,9
19270,sentinel,8
19271,sentry,6
19272,seoul,5
19273,sepal,5
19274,separable,9
19275,separate,8
19276,sepia,5
19277,sepoy,5
19278,sept,4
19279,septa,5
19280,septate,7
19281,september,9
19282,septennial,10
19283,septic,6
19284,septillion,10
19285,septuagenarian,14
19286,septum,6
19287,sepuchral,9
19288,sepulchral,10
19289,sequel,6
19290,sequent,7
19291,sequential,10
19292,sequester,9
19293,sequestration,13
19294,sequin,6
19295,sequitur,8
19296,sequoia,7
19297,sera,4
19298,seraglio,8
19299,serape,6
19300,seraphim,8
19301,serbia,6
19302,serenade,8
19303,serendipitous,13
19304,serendipity,11
19305,serene,6
19306,serf,4
19307,serfdom,7
19308,serge,5
19309,sergeant,8
19310,sergei,6
19311,serial,6
19312,seriate,7
19313,seriatim,8
19314,series,6
19315,serif,5
19316,serine,6
19317,serious,7
19318,sermon,6
19319,serology,8
19320,serpens,7
19321,serpent,7
19322,serpentine,10
19323,serum,5
19324,servant,7
19325,serve,5
19326,service,7
19327,serviceable,11
19328,serviceberry,12
19329,serviceman,10
19330,servicemen,10
19331,serviette,9
19332,servile,7
19333,servitor,8
19334,servitude,9
19335,servo,5
19336,servomechanism,14
19337,sesame,6
19338,session,7
19339,setback,7
19340,seth,4
19341,seton,5
19342,setscrew,8
19343,settle,6
19344,setup,5
19345,seven,5
19346,sevenfold,9
19347,seventeen,9
19348,seventeenth,11
19349,seventh,7
19350,seventieth,10
19351,seventy,7
19352,sever,5
19353,several,7
19354,severalfold,11
19355,severalty,9
19356,severe,6
19357,severn,6
19358,seville,7
19359,sewage,6
19360,seward,6
19361,sewerage,8
19362,sewn,4
19363,sextans,7
19364,sextet,6
19365,sextillion,10
19366,sexton,6
19367,sextuple,8
19368,sextuplet,9
19369,sexual,6
19370,sexy,4
19371,seymour,7
19372,sforzando,9
19373,shabby,6
19374,shack,5
19375,shackle,7
19376,shad,4
19377,shadbush,8
19378,shade,5
19379,shadflower,10
19380,shadow,6
19381,shadowy,7
19382,shady,5
19383,shafer,6
19384,shaffer,7
19385,shaft,5
19386,shag,4
19387,shagbark,8
19388,shagging,8
19389,shaggy,6
19390,shah,4
19391,shake,5
19392,shakeable,9
19393,shakedown,9
19394,shaken,6
19395,shakespeare,11
19396,shakespearean,13
19397,shakespearian,13
19398,shako,5
19399,shaky,5
19400,shale,5
19401,shall,5
19402,shallot,7
19403,shallow,7
19404,shalom,6
19405,sham,4
19406,shamble,7
19407,shame,5
19408,shameface,9
19409,shamefaced,10
19410,shameful,8
19411,shampoo,7
19412,shamrock,8
19413,shanghai,8
19414,shank,5
19415,shannon,7
19416,shantung,8
19417,shanty,6
19418,shape,5
19419,shapiro,7
19420,shard,5
19421,share,5
19422,sharecrop,9
19423,shareholder,11
19424,shareown,8
19425,shari,5
19426,shark,5
19427,sharon,6
19428,sharp,5
19429,sharpe,6
19430,sharpen,7
19431,sharpshoot,10
19432,shasta,6
19433,shatter,7
19434,shatterproof,12
19435,shattuck,8
19436,shave,5
19437,shaven,6
19438,shaw,4
19439,shawl,5
19440,shawnee,7
19441,shay,4
19442,shea,4
19443,sheaf,5
19444,shear,5
19445,shearer,7
19446,sheath,6
19447,sheathe,7
19448,sheave,6
19449,shed,4
19450,shedir,6
19451,sheehan,7
19452,sheen,5
19453,sheep,5
19454,sheepskin,9
19455,sheer,5
19456,sheet,5
19457,sheffield,9
19458,sheik,5
19459,sheila,6
19460,shelby,6
19461,sheldon,7
19462,shelf,5
19463,shell,5
19464,shelley,7
19465,shelter,7
19466,shelton,7
19467,shelve,6
19468,shenandoah,10
19469,shenanigan,10
19470,shepard,7
19471,shepherd,8
19472,sheppard,8
19473,sheraton,8
19474,sherbet,7
19475,sheridan,8
19476,sheriff,7
19477,sherlock,8
19478,sherman,7
19479,sherrill,8
19480,sherry,6
19481,sherwin,7
19482,sherwood,8
19483,shibboleth,10
19484,shied,5
19485,shield,6
19486,shields,7
19487,shift,5
19488,shifty,6
19489,shill,5
19490,shiloh,6
19491,shim,4
19492,shimmy,6
19493,shin,4
19494,shinbone,8
19495,shine,5
19496,shingle,7
19497,shinto,6
19498,shiny,5
19499,ship,4
19500,shipboard,9
19501,shipbuild,9
19502,shipbuilding,12
19503,shiplap,7
19504,shipley,7
19505,shipman,7
19506,shipmate,8
19507,shipmen,7
19508,shipshape,9
19509,shipwreck,9
19510,shipyard,8
19511,shire,5
19512,shirk,5
19513,shirley,7
19514,shirt,5
19515,shirtmake,9
19516,shish,5
19517,shitepoke,9
19518,shiv,4
19519,shiver,6
19520,shivery,7
19521,shmuel,6
19522,shoal,5
19523,shock,5
19524,shockley,8
19525,shod,4
19526,shoddy,6
19527,shoe,4
19528,shoehorn,8
19529,shoelace,8
19530,shoemake,8
19531,shoestring,10
19532,shoji,5
19533,shone,5
19534,shoo,4
19535,shoofly,7
19536,shook,5
19537,shoot,5
19538,shop,4
19539,shopkeep,8
19540,shopworn,8
19541,shore,5
19542,shoreline,9
19543,short,5
19544,shortage,8
19545,shortcoming,11
19546,shortcut,8
19547,shorten,7
19548,shortfall,9
19549,shorthand,9
19550,shortish,8
19551,shortsighted,12
19552,shortstop,9
19553,shot,4
19554,shotbush,8
19555,shotgun,7
19556,should,6
19557,shoulder,8
19558,shout,5
19559,shove,5
19560,shovel,6
19561,show,4
19562,showboat,8
19563,showcase,8
19564,showdown,8
19565,showman,7
19566,showmen,7
19567,shown,5
19568,showpiece,9
19569,showplace,9
19570,showroom,8
19571,showy,5
19572,shrank,6
19573,shrapnel,8
19574,shred,5
19575,shreveport,10
19576,shrew,5
19577,shrewd,6
19578,shrewish,8
19579,shriek,6
19580,shrift,6
19581,shrike,6
19582,shrill,6
19583,shrilly,7
19584,shrimp,6
19585,shrine,6
19586,shrink,6
19587,shrinkage,9
19588,shrive,6
19589,shrivel,7
19590,shroud,6
19591,shrove,6
19592,shrub,5
19593,shrubbery,9
19594,shrug,5
19595,shrugging,9
19596,shrunk,6
19597,shrunken,8
19598,shuck,5
19599,shudder,7
19600,shuddery,8
19601,shuffle,7
19602,shuffleboard,12
19603,shulman,7
19604,shun,4
19605,shunt,5
19606,shut,4
19607,shutdown,8
19608,shutoff,7
19609,shutout,7
19610,shuttle,7
19611,shuttlecock,11
19612,shylock,7
19613,sial,4
19614,siamese,7
19615,sian,4
19616,siberia,7
19617,sibilant,8
19618,sibley,6
19619,sibling,7
19620,sibyl,5
19621,sicilian,8
19622,sicily,6
19623,sick,4
19624,sicken,6
19625,sickish,7
19626,sickle,6
19627,sicklewort,10
19628,sickroom,8
19629,side,4
19630,sidearm,7
19631,sideband,8
19632,sideboard,9
19633,sidecar,7
19634,sidelight,9
19635,sideline,8
19636,sidelong,8
19637,sideman,7
19638,sidemen,7
19639,sidereal,8
19640,siderite,8
19641,sidesaddle,10
19642,sideshow,8
19643,sidestep,8
19644,sidestepping,12
19645,sidetrack,9
19646,sidewalk,8
19647,sidewall,8
19648,sideway,7
19649,sidewinder,10
19650,sidewise,8
19651,sidle,5
19652,sidney,6
19653,siege,5
19654,siegel,6
19655,siegfried,9
19656,sieglinda,9
19657,siegmund,8
19658,siemens,7
19659,siena,5
19660,sienna,6
19661,sierra,6
19662,siesta,6
19663,sieve,5
19664,sift,4
19665,sigh,4
19666,sight,5
19667,sightsee,8
19668,sightseeing,11
19669,sightseer,9
19670,sigma,5
19671,sigmund,7
19672,sign,4
19673,signal,6
19674,signature,9
19675,signboard,9
19676,signet,6
19677,significant,11
19678,signify,7
19679,signor,6
19680,signora,7
19681,signpost,8
19682,sikorsky,8
19683,silage,6
19684,silane,6
19685,silas,5
19686,silent,6
19687,silhouette,10
19688,silica,6
19689,silicate,8
19690,siliceous,9
19691,silicic,7
19692,silicide,8
19693,silicon,7
19694,silicone,8
19695,silk,4
19696,silken,6
19697,silkworm,8
19698,silky,5
19699,sill,4
19700,silly,5
19701,silo,4
19702,silt,4
19703,siltation,9
19704,siltstone,9
19705,silty,5
19706,silver,6
19707,silverman,9
19708,silversmith,11
19709,silverware,10
19710,silvery,7
19711,sima,4
19712,similar,7
19713,simile,6
19714,similitude,10
19715,simmer,6
19716,simmons,7
19717,simon,5
19718,simons,6
19719,simonson,8
19720,simper,6
19721,simple,6
19722,simplectic,10
19723,simpleminded,12
19724,simpleton,9
19725,simplex,7
19726,simplicial,10
19727,simplicity,10
19728,simplify,8
19729,simplistic,10
19730,simply,6
19731,simpson,7
19732,sims,4
19733,simulate,8
19734,simulcast,9
19735,simultaneity,12
19736,simultaneous,12
19737,sinai,5
19738,since,5
19739,sincere,7
19740,sinclair,8
19741,sine,4
19742,sinew,5
19743,sinewy,6
19744,sinful,6
19745,sing,4
19746,singable,8
19747,singapore,9
19748,singe,5
19749,single,6
19750,singlehanded,12
19751,singlet,7
19752,singleton,9
19753,singsong,8
19754,singular,8
19755,sinh,4
19756,sinister,8
19757,sinistral,9
19758,sink,4
19759,sinkhole,8
19760,sinter,6
19761,sinuous,7
19762,sinus,5
19763,sinusoid,8
19764,sinusoidal,10
19765,sioux,5
19766,sire,4
19767,siren,5
19768,sirius,6
19769,sisal,5
19770,siskin,6
19771,sister,6
19772,sistine,7
19773,sisyphean,9
19774,sisyphus,8
19775,site,4
19776,situ,4
19777,situate,7
19778,situs,5
19779,siva,4
19780,sixfold,7
19781,sixgun,6
19782,sixteen,7
19783,sixteenth,9
19784,sixth,5
19785,sixtieth,8
19786,sixty,5
19787,size,4
19788,sizzle,6
19789,skat,4
19790,skate,5
19791,skater,6
19792,skeet,5
19793,skeletal,8
19794,skeleton,8
19795,skeptic,7
19796,sketch,6
19797,sketchbook,10
19798,sketchpad,9
19799,sketchy,7
19800,skew,4
19801,skid,4
19802,skiddy,6
19803,skied,5
19804,skiff,5
19805,skill,5
19806,skillet,7
19807,skillful,8
19808,skim,4
19809,skimp,5
19810,skimpy,6
19811,skin,4
19812,skindive,8
19813,skinny,6
19814,skip,4
19815,skipjack,8
19816,skippy,6
19817,skirmish,8
19818,skirt,5
19819,skit,4
19820,skittle,7
19821,skopje,6
19822,skulk,5
19823,skull,5
19824,skullcap,8
19825,skullduggery,12
19826,skunk,5
19827,skye,4
19828,skyhook,7
19829,skyjack,7
19830,skylark,7
19831,skylight,8
19832,skyline,7
19833,skyrocket,9
19834,skyscrape,9
19835,skyward,7
19836,skywave,7
19837,skyway,6
19838,slab,4
19839,slack,5
19840,slacken,7
19841,sladang,7
19842,slag,4
19843,slain,5
19844,slake,5
19845,slam,4
19846,slander,7
19847,slanderous,10
19848,slang,5
19849,slant,5
19850,slap,4
19851,slapstick,9
19852,slash,5
19853,slat,4
19854,slate,5
19855,slater,6
19856,slaughter,9
19857,slaughterhouse,14
19858,slav,4
19859,slave,5
19860,slavery,7
19861,slavic,6
19862,slavish,7
19863,slavonic,8
19864,slay,4
19865,sled,4
19866,sledge,6
19867,sledgehammer,12
19868,sleek,5
19869,sleep,5
19870,sleepwalk,9
19871,sleepy,6
19872,sleet,5
19873,sleety,6
19874,sleeve,6
19875,sleigh,6
19876,sleight,7
19877,slender,7
19878,slept,5
19879,sleuth,6
19880,slew,4
19881,slice,5
19882,slick,5
19883,slid,4
19884,slide,5
19885,slight,6
19886,slim,4
19887,slime,5
19888,slimy,5
19889,sling,5
19890,slingshot,9
19891,slip,4
19892,slippage,8
19893,slippery,8
19894,slit,4
19895,slither,7
19896,sliver,6
19897,slivery,7
19898,sloan,5
19899,sloane,6
19900,slob,4
19901,slocum,6
19902,sloe,4
19903,slog,4
19904,slogan,6
19905,sloganeer,9
19906,slogging,8
19907,sloop,5
19908,slop,4
19909,slope,5
19910,sloppy,6
19911,slosh,5
19912,slot,4
19913,sloth,5
19914,slothful,8
19915,slouch,6
19916,slough,6
19917,slovakia,8
19918,sloven,6
19919,slovenia,8
19920,slow,4
19921,slowdown,8
19922,sludge,6
19923,slug,4
19924,slugging,8
19925,sluggish,8
19926,sluice,6
19927,slum,4
19928,slumber,7
19929,slump,5
19930,slung,5
19931,slur,4
19932,slurp,5
19933,slurry,6
19934,slut,4
19935,smack,5
19936,small,5
19937,smaller,7
19938,smalley,7
19939,smallish,8
19940,smallpox,8
19941,smalltime,9
19942,smart,5
19943,smash,5
19944,smatter,7
19945,smattering,10
19946,smear,5
19947,smell,5
19948,smelt,5
19949,smile,5
19950,smirk,5
19951,smith,5
19952,smithereens,11
19953,smithfield,10
19954,smithson,8
19955,smithsonian,11
19956,smithy,6
19957,smitten,7
19958,smog,4
19959,smoke,5
19960,smokehouse,10
19961,smokescreen,11
19962,smokestack,10
19963,smoky,5
19964,smolder,7
19965,smooch,6
19966,smooth,6
19967,smoothbore,10
19968,smother,7
19969,smucker,7
19970,smudge,6
19971,smudgy,6
19972,smug,4
19973,smuggle,7
19974,smut,4
19975,smutty,6
19976,smyrna,6
19977,smythe,6
19978,snack,5
19979,snafu,5
19980,snag,4
19981,snagging,8
19982,snail,5
19983,snake,5
19984,snakebird,9
19985,snakelike,9
19986,snakeroot,9
19987,snap,4
19988,snapback,8
19989,snapdragon,10
19990,snappish,8
19991,snappy,6
19992,snapshot,8
19993,snare,5
19994,snark,5
19995,snarl,5
19996,snatch,6
19997,snazzy,6
19998,sneak,5
19999,sneaky,6
20000,sneer,5
20001,sneeze,6
20002,snell,5
20003,snick,5
20004,snider,6
20005,sniff,5
20006,sniffle,7
20007,sniffly,7
20008,snifter,7
20009,snigger,7
20010,snip,4
20011,snipe,5
20012,snippet,7
20013,snippy,6
20014,snivel,6
20015,snob,4
20016,snobbery,8
20017,snobbish,8
20018,snook,5
20019,snoop,5
20020,snoopy,6
20021,snore,5
20022,snorkel,7
20023,snort,5
20024,snotty,6
20025,snout,5
20026,snow,4
20027,snowball,8
20028,snowfall,8
20029,snowflake,9
20030,snowmobile,10
20031,snowshoe,8
20032,snowstorm,9
20033,snowy,5
20034,snub,4
20035,snuff,5
20036,snuffer,7
20037,snuffle,7
20038,snuffly,7
20039,snug,4
20040,snuggle,7
20041,snuggly,7
20042,snyaptic,8
20043,snyder,6
20044,soak,4
20045,soap,4
20046,soapstone,9
20047,soapsud,7
20048,soapy,5
20049,soar,4
20050,sober,5
20051,sobriety,8
20052,sobriquet,9
20053,soccer,6
20054,sociable,8
20055,social,6
20056,societal,8
20057,societe,7
20058,society,7
20059,socioeconomic,13
20060,sociology,9
20061,sociometry,10
20062,sock,4
20063,socket,6
20064,sockeye,7
20065,socrates,8
20066,socratic,8
20067,soda,4
20068,sodden,6
20069,sodium,6
20070,sofa,4
20071,soffit,6
20072,sofia,5
20073,soft,4
20074,softball,8
20075,soften,6
20076,software,8
20077,softwood,8
20078,soggy,5
20079,soignee,7
20080,soil,4
20081,soiree,6
20082,sojourn,7
20083,solace,6
20084,solar,5
20085,sold,4
20086,solder,6
20087,soldier,7
20088,soldiery,8
20089,sole,4
20090,solecism,8
20091,solemn,6
20092,solemnity,9
20093,solenoid,8
20094,solicit,7
20095,solicitation,12
20096,solicitor,9
20097,solicitous,10
20098,solicitude,10
20099,solid,5
20100,solidarity,10
20101,solidify,8
20102,solidus,7
20103,soliloquy,9
20104,solipsism,9
20105,solitaire,9
20106,solitary,8
20107,soliton,7
20108,solitude,8
20109,solo,4
20110,solomon,7
20111,solon,5
20112,solstice,8
20113,soluble,7
20114,solute,6
20115,solution,8
20116,solvate,7
20117,solve,5
20118,solvent,7
20119,soma,4
20120,somal,5
20121,somali,6
20122,somatic,7
20123,somber,6
20124,sombre,6
20125,some,4
20126,somebody,8
20127,someday,7
20128,somehow,7
20129,someone,7
20130,someplace,9
20131,somers,6
20132,somersault,10
20133,somerset,8
20134,somerville,10
20135,something,9
20136,sometime,8
20137,somewhat,8
20138,somewhere,9
20139,sommelier,9
20140,sommerfeld,10
20141,somnolent,9
20142,sonant,6
20143,sonar,5
20144,sonata,6
20145,song,4
20146,songbag,7
20147,songbook,8
20148,songful,7
20149,sonic,5
20150,sonnet,6
20151,sonny,5
20152,sonogram,8
20153,sonoma,6
20154,sonora,6
20155,sonority,8
20156,sonorous,8
20157,sony,4
20158,soon,4
20159,soot,4
20160,sooth,5
20161,soothe,6
20162,soothsay,8
20163,soothsayer,10
20164,sophia,6
20165,sophie,6
20166,sophism,7
20167,sophisticate,12
20168,sophistry,9
20169,sophoclean,10
20170,sophocles,9
20171,sophomore,9
20172,sophomoric,10
20173,soprano,7
20174,sora,4
20175,sorb,4
20176,sorcery,7
20177,sordid,6
20178,sore,4
20179,sorensen,8
20180,sorenson,8
20181,sorghum,7
20182,sorority,8
20183,sorption,8
20184,sorrel,6
20185,sorrow,6
20186,sorrowful,9
20187,sorry,5
20188,sort,4
20189,sortie,6
20190,souffle,7
20191,sough,5
20192,sought,6
20193,soul,4
20194,soulful,7
20195,sound,5
20196,soundproof,10
20197,soup,4
20198,sour,4
20199,sourberry,9
20200,source,6
20201,sourdough,9
20202,sourwood,8
20203,sousa,5
20204,soutane,7
20205,south,5
20206,southampton,11
20207,southbound,10
20208,southeast,9
20209,southeastern,12
20210,southern,8
20211,southernmost,12
20212,southey,7
20213,southland,9
20214,southpaw,8
20215,southward,9
20216,southwest,9
20217,southwestern,12
20218,souvenir,8
20219,sovereign,9
20220,sovereignty,11
20221,soviet,6
20222,sovkhoz,7
20223,sowbelly,8
20224,sown,4
20225,soya,4
20226,soybean,7
20227,space,5
20228,spacecraft,10
20229,spacesuit,9
20230,spacetime,9
20231,spacious,8
20232,spade,5
20233,spaghetti,9
20234,spain,5
20235,spalding,8
20236,span,4
20237,spandrel,8
20238,spangle,7
20239,spaniard,8
20240,spaniel,7
20241,spanish,7
20242,spar,4
20243,spare,5
20244,sparge,6
20245,spark,5
20246,sparkle,7
20247,sparkman,8
20248,sparky,6
20249,sparling,8
20250,sparrow,7
20251,sparse,6
20252,sparta,6
20253,spartan,7
20254,spasm,5
20255,spastic,7
20256,spat,4
20257,spate,5
20258,spatial,7
20259,spatlum,7
20260,spatterdock,11
20261,spatula,7
20262,spaulding,9
20263,spavin,6
20264,spawn,5
20265,spay,4
20266,spayed,6
20267,speak,5
20268,speakeasy,9
20269,spear,5
20270,spearhead,9
20271,spearmint,9
20272,spec,4
20273,special,7
20274,specie,6
20275,species,7
20276,specific,8
20277,specify,7
20278,specimen,8
20279,specious,8
20280,speck,5
20281,speckle,7
20282,spectacle,9
20283,spectacular,11
20284,spectator,9
20285,spector,7
20286,spectra,7
20287,spectral,8
20288,spectrogram,11
20289,spectrograph,12
20290,spectrography,13
20291,spectrometer,12
20292,spectrophotometer,17
20293,spectroscope,12
20294,spectroscopic,13
20295,spectroscopy,12
20296,spectrum,8
20297,specular,8
20298,speculate,9
20299,sped,4
20300,speech,6
20301,speed,5
20302,speedboat,9
20303,speedometer,11
20304,speedup,7
20305,speedwell,9
20306,speedy,6
20307,spell,5
20308,spellbound,10
20309,spencer,7
20310,spencerian,10
20311,spend,5
20312,spent,5
20313,sperm,5
20314,spermatophyte,13
20315,sperry,6
20316,spew,4
20317,sphagnum,8
20318,sphalerite,10
20319,sphere,6
20320,spheric,7
20321,spheroid,8
20322,spheroidal,10
20323,spherule,8
20324,sphinx,6
20325,spica,5
20326,spice,5
20327,spicebush,9
20328,spicy,5
20329,spider,6
20330,spiderwort,10
20331,spidery,7
20332,spiegel,7
20333,spigot,6
20334,spike,5
20335,spikenard,9
20336,spiky,5
20337,spill,5
20338,spilt,5
20339,spin,4
20340,spinach,7
20341,spinal,6
20342,spindle,7
20343,spine,5
20344,spinnaker,9
20345,spinneret,9
20346,spinodal,8
20347,spinoff,7
20348,spinster,8
20349,spiny,5
20350,spiral,6
20351,spire,5
20352,spirit,6
20353,spiritual,9
20354,spiro,5
20355,spit,4
20356,spite,5
20357,spiteful,8
20358,spitfire,8
20359,spittle,7
20360,spitz,5
20361,splash,6
20362,splashy,7
20363,splat,5
20364,splay,5
20365,splayed,7
20366,spleen,6
20367,spleenwort,10
20368,splendid,8
20369,splenetic,9
20370,splice,6
20371,spline,6
20372,splint,6
20373,splintery,9
20374,split,5
20375,splotch,7
20376,splotchy,8
20377,splurge,7
20378,splutter,8
20379,spoil,5
20380,spoilage,8
20381,spokane,7
20382,spoke,5
20383,spoken,6
20384,spokesman,9
20385,spokesmen,9
20386,spokesperson,12
20387,sponge,6
20388,spongy,6
20389,sponsor,7
20390,spontaneity,11
20391,spontaneous,11
20392,spoof,5
20393,spook,5
20394,spooky,6
20395,spool,5
20396,spoon,5
20397,spoonful,8
20398,sporadic,8
20399,spore,5
20400,sport,5
20401,sportsman,9
20402,sportsmen,9
20403,sportswear,10
20404,sportswrite,11
20405,sportswriter,12
20406,sportswriting,13
20407,sporty,6
20408,spot,4
20409,spotlight,9
20410,spotty,6
20411,spouse,6
20412,spout,5
20413,sprague,7
20414,sprain,6
20415,sprang,6
20416,sprawl,6
20417,spray,5
20418,spread,6
20419,spree,5
20420,sprig,5
20421,sprightly,9
20422,spring,6
20423,springboard,11
20424,springe,7
20425,springfield,11
20426,springtail,10
20427,springtime,10
20428,springy,7
20429,sprinkle,8
20430,sprint,6
20431,sprite,6
20432,sprocket,8
20433,sproul,6
20434,sprout,6
20435,spruce,6
20436,sprue,5
20437,sprung,6
20438,spud,4
20439,spume,5
20440,spumoni,7
20441,spun,4
20442,spunk,5
20443,spur,4
20444,spurge,6
20445,spurious,8
20446,spurn,5
20447,spurt,5
20448,sputnik,7
20449,sputter,7
20450,spyglass,8
20451,squabble,8
20452,squad,5
20453,squadron,8
20454,squalid,7
20455,squall,6
20456,squamous,8
20457,squander,8
20458,square,6
20459,squash,6
20460,squashberry,11
20461,squashy,7
20462,squat,5
20463,squatted,8
20464,squatter,8
20465,squatting,9
20466,squaw,5
20467,squawbush,9
20468,squawk,6
20469,squawroot,9
20470,squeak,6
20471,squeaky,7
20472,squeal,6
20473,squeamish,9
20474,squeegee,8
20475,squeeze,7
20476,squelch,7
20477,squibb,6
20478,squid,5
20479,squill,6
20480,squint,6
20481,squire,6
20482,squirehood,10
20483,squirm,6
20484,squirmy,7
20485,squirrel,8
20486,squirt,6
20487,squishy,7
20488,stab,4
20489,stabile,7
20490,stable,6
20491,stableman,9
20492,stablemen,9
20493,staccato,8
20494,stack,5
20495,stacy,5
20496,stadia,6
20497,stadium,7
20498,staff,5
20499,stafford,8
20500,stag,4
20501,stage,5
20502,stagecoach,10
20503,stagestruck,11
20504,stagnant,8
20505,stagnate,8
20506,stagy,5
20507,stahl,5
20508,staid,5
20509,stain,5
20510,stair,5
20511,staircase,9
20512,stairway,8
20513,stairwell,9
20514,stake,5
20515,stalactite,10
20516,stale,5
20517,stalemate,9
20518,staley,6
20519,stalin,6
20520,stalk,5
20521,stall,5
20522,stallion,8
20523,stalwart,8
20524,stamen,6
20525,stamford,8
20526,stamina,7
20527,staminate,9
20528,stammer,7
20529,stamp,5
20530,stampede,8
20531,stan,4
20532,stance,6
20533,stanch,6
20534,stanchion,9
20535,stand,5
20536,standard,8
20537,standby,7
20538,standeth,8
20539,standish,8
20540,standoff,8
20541,standpoint,10
20542,standstill,10
20543,stanford,8
20544,stanhope,8
20545,stank,5
20546,stanley,7
20547,stannic,7
20548,stannous,8
20549,stanton,7
